MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
NL,Netherlands,2014NL16RFOP002,1.3,West Netherlands - ERDF,ERDF,5,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,7593882,7593882,15187764,50%
NL,Netherlands,2014NL16RFOP003,1.1,South Netherlands - ERDF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",More developed,VOID,VOID,VOID,VOID,74993857,139847100,214840957,34.91%
NL,Netherlands,2014NL16RFOP003,1.1,South Netherlands - ERDF,ERDF,2,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,More developed,VOID,VOID,VOID,VOID,34088117,63572000,97660117,34.9%
NL,Netherlands,2014NL16RFOP003,1.1,South Netherlands - ERDF,ERDF,3,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,4545082,4545082,9090164,50%
NL,Netherlands,2014NL16RFOP004,1.2,East Netherlands - ERDF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",More developed,VOID,VOID,VOID,VOID,66199513,127740000,193939513,34.13%
NL,Netherlands,2014NL16RFOP004,1.2,East Netherlands - ERDF,ERDF,2,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,More developed,VOID,VOID,VOID,VOID,30090688,53996500,84087188,35.79%
NL,Netherlands,2014NL16RFOP004,1.2,East Netherlands - ERDF,ERDF,3,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,4012091,4012091,8024182,50%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,I,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,1082075811,190954555,1273030366,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,I,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,170181812,42545453,212727265,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,236669860,41765269,278435129,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,37221888,9305472,46527360,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,Less developed,VOID,VOID,VOID,VOID,132183716,23326538,155510254,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,More developed,VOID,VOID,VOID,VOID,20788991,5197248,25986239,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,82496549,14558215,97054764,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,12974518,3243630,16218148,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,187844383,33149009,220993392,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,II,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,29542937,7385734,36928671,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,III,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,912770488,161077145,1073847633,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,III,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,143554576,35888644,179443220,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,379169044,19956265,399125309,95%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,59633229,6625914,66259143,90%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,Less developed,VOID,VOID,VOID,VOID,16703328,879123,17582451,95%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,More developed,VOID,VOID,VOID,VOID,2626990,291888,2918878,90%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,100219966,5274735,105494701,95%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,15761941,1751327,17513268,90%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,83516638,4395613,87912251,95%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,IV,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,13134951,1459439,14594390,90%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,161235706,28453360,189689066,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",More developed,VOID,VOID,VOID,VOID,25358098,6339525,31697623,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,35519905,6268219,41788124,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,More developed,VOID,VOID,VOID,VOID,5586339,1396585,6982924,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,63505037,11206771,74711808,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,V,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,9987657,2496914,12484571,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,VI,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,141824606,25027872,166852478,85%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,ESF,VI,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,22305247,5576312,27881559,80%
PL,Poland,2014PL05M9OP001,1.2,Knowledge Education Growth  - ESF/YEI,YEI,I,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,504875644,44547851,549423495,91.89%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M113,Early retirement,FA_M113,M113,356318519,203666580.8,559985099.8,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,132527195,75750653.5,208277848.5,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,47722830,27277688.63,75000518.63,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,18452123,10546970.2,28999093.2,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,22143148,12656707.42,34799855.42,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,1679188704,959800301.18,2638989005.18,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,711078952,406442581.86,1117521533.86,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,456849802,261128827.58,717978629.58,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,18452123,10546970.2,28999093.2,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3A,Competitiveness of producers,5535854,3164215.15,8700069.15,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3B,Risk management,1845195,1054687.13,2899882.13,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,17818500,10184800.33,28003300.33,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,440989000,252063019.49,693052019.49,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M07,Basic services,FA_3A,Competitiveness of producers,47700000,27264639.32,74964639.32,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,256414153,146562670.83,402976823.83,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P3,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M05,Restoring agricultural potential,FA_3B,Risk management,200416000,114554925.67,314970925.67,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,7381049,4218902.28,11599951.28,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,99276000,0,99276000,100%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,869617927,497061197.62,1366679124.62,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,445373661,254569229.14,699942890.14,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,1261969444,721323725.89,1983293169.89,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,191519339,109469721.19,300989060.19,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation",305016196,174342905.05,479359101.05,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,636283100,363690340.2,999973440.2,63.63%
PL,Poland,2014PL06RDNP001,3.1,Poland - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,467668000,267312355.18,734980355.18,63.63%
PL,Poland,2014PL14MFOP001,1.2,Maritime and Fisheries - Poland,EMFF,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,VOID,VOID,VOID,VOID,245680958,82984381.4,328665339.4,74.75%
PL,Poland,2014PL14MFOP001,1.2,Maritime and Fisheries - Poland,EMFF,,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,21475000,7253674.05,28728674.05,74.75%
PL,Poland,2014PL14MFOP001,1.2,Maritime and Fisheries - Poland,EMFF,,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,149790336,50595123.34,200385459.34,74.75%
PL,Poland,2014PL14MFOP001,1.2,Maritime and Fisheries - Poland,EMFF,,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,82399995,27832489.21,110232484.21,74.75%
PL,Poland,2014PL14MFOP001,1.2,Maritime and Fisheries - Poland,EMFF,,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,31873167,10624389,42497556,75%
PL,Poland,2014PL16CFTA001,1.2,Technical Assistance - CF,CF,1,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,491623363,86757065,578380428,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,1.,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,1828430978,322664291,2151095269,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,10.,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,330000000,58235295,388235295,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,2.,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,VOID,VOID,VOID,VOID,700000000,123529412,823529412,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,2.,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,2808174166,495560147,3303734313,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,3.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,9532376880,1682184157,11214561037,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,5.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,VOID,VOID,VOID,VOID,VOID,5009700000,884064706,5893764706,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,CF,6.,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,2299183655,405738293,2704921948,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,4.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,2906517988,512914940,3419432928,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,4.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,More developed,VOID,VOID,VOID,VOID,63788191,15947049,79735240,80%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,7.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,971806937,171495343,1143302280,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,7.,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,More developed,VOID,VOID,VOID,VOID,28193063,7048266,35241329,80%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,8.,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,416540167,73507090,490047257,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,8.,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,More developed,VOID,VOID,VOID,VOID,50759833,12689959,63449792,80%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,9.,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,400595249,70693280,471288529,85%
PL,Poland,2014PL16M1OP001,3,Infrastructure and Environment - ERDF/CF,ERDF,9.,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",More developed,VOID,VOID,VOID,VOID,67679778,16919945,84599723,80%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,01,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,163503787,28853609,192357396,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,01,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,252042931,44478165,296521096,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,02,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,66386308,11715231,78101539,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,03,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,392347048,69237715,461584763,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,04,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,26000000,4588235,30588235,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,04,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,154030665,27181883,181212548,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,05,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,340626305,60110525,400736830,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,06,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,163026832,28769441,191796273,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,07,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,60952230,10756276,71708506,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ESF,08,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,254323171,44880560,299203731,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ESF,09,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,143926219,25398745,169324964,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ESF,10,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,156181093,27561370,183742463,85%
PL,Poland,2014PL16M2OP001,2.2,Dolnośląskie Voivodeship - ERDF/ESF,ESF,11,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,79200000,13976471,93176471,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,01,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,154214147,27214261,181428408,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,01,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,275409240,48601631,324010871,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,02,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,50169580,8853456,59023036,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,03,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,282225573,49804513,332030086,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,04,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",Less developed,VOID,VOID,VOID,VOID,12470212,2200626,14670838,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,04,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,106228067,18746130,124974197,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,05,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,205973078,36348191,242321269,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,06,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,47478815,8378614,55857429,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,06,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,194145889,34261040,228406929,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,07,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,39768991,7018058,46787049,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,08,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,183554649,32391997,215946646,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,09,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,124636401,21994659,146631060,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,10,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,131079539,23131684,154211223,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,11,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,36254560,6397864,42652424,85%
PL,Poland,2014PL16M2OP002,1.3,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ESF,12,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,59931546,10576156,70507702,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,100416755,17720604,118137359,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,13,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,26456008,4668708,31124716,85%
PL,Poland,2014PL16M2OP003,1.2,Lubelskie Voivodeship - ERDF/ESF,ERDF,13,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,206472482,36436321,242908803,85%
